Date,SP500 Volume,NASDAQ Open,NASDAQ High,NASDAQ Low,NASDAQ Close,NASDAQ Adj Close,NASDAQ Volume,DJI Open,DJI High,DJI Low,DJI Close,DJI Adj Close,DJI Volume,RUSSELL2000 Open,RUSSELL2000 High,RUSSELL2000 Low,RUSSELL2000 Close,RUSSELL2000 Adj Close,RUSSELL2000 Volume,FTSE Open,FTSE High,FTSE Low,FTSE Close,FTSE Adj Close,FTSE Volume,NIKKEI Open,NIKKEI High,NIKKEI Low,NIKKEI Close,NIKKEI Adj Close,NIKKEI Volume,GOLD Open,GOLD High,GOLD Low,GOLD Close,GOLD Adj Close,GOLD Volume,USD INDEX Open,USD INDEX High,USD INDEX Low,USD INDEX Close,USD INDEX Adj Close,OIL Open,OIL High,OIL Low,OIL Close,OIL Adj Close,OIL Volume,VIX
2015-10-01,85844900000,4624.4599609375,5095.68994140625,4552.33984375,5053.75,5053.75,42348240000,16278.6201171875,17799.9609375,16013.66015625,17663.5390625,17663.5390625,2605470000,1100.8900146484375,1178.780029296875,1080.6099853515625,1161.8599853515625,1161.8599853515625,85804900000,6061.60009765625,6487.89990234375,6051.60009765625,6361.10009765625,6361.10009765625,15357871100,17479.970703125,19202.33984375,17389.5703125,19083.099609375,19083.099609375,2979600000,1115.199951171875,1189.0,1105.800048828125,1141.5,1141.5,4321,96.2699966430664,97.81999969482422,93.80999755859375,96.94999694824219,96.94999694824219,45.380001068115234,50.91999816894531,42.58000183105469,46.59000015258789,46.59000015258789,8628176,16.11
2015-12-01,83649260000,5129.64013671875,5176.77001953125,4871.58984375,5007.41015625,5007.41015625,40617940000,17719.720703125,17901.580078125,17116.73046875,17425.029296875,17425.029296875,2521440000,1198.9300537109375,1205.0799560546875,1108.760009765625,1135.8900146484375,1135.8900146484375,83609260000,6356.10009765625,6447.2998046875,5871.89990234375,6242.2998046875,6242.2998046875,13433251400,19799.080078125,20012.400390625,18562.509765625,19033.7109375,19033.7109375,2749100000,1064.5999755859375,1098.800048828125,1046.199951171875,1060.300048828125,1060.300048828125,10149,100.25,100.51000213623047,97.19000244140625,98.62999725341797,98.62999725341797,41.72999954223633,42.22999954223633,33.97999954223633,37.040000915527344,37.040000915527344,8971442,17.73
2016-01-01,92409770000,4897.64990234375,4926.72998046875,4313.39013671875,4613.9501953125,4613.9501953125,44877130000,17405.48046875,17405.48046875,15450.5595703125,16466.30078125,16466.30078125,2844080000,1134.0799560546875,1134.0799560546875,958.47998046875,1035.3800048828125,1035.3800048828125,92409770000,6242.2998046875,6242.2998046875,5639.89990234375,6083.7998046875,6083.7998046875,17403133600,18818.580078125,18951.119140625,16017.259765625,17518.30078125,17518.30078125,3235900000,1063.4000244140625,1125.699951171875,1063.199951171875,1116.4000244140625,1116.4000244140625,229558,98.69000244140625,99.83000183105469,98.05000305175781,99.61000061035156,99.61000061035156,37.599998474121094,38.38999938964844,26.190000534057617,33.619998931884766,33.619998931884766,11048634,23.95
2016-02-01,93049560000,4587.58984375,4636.93017578125,4209.759765625,4557.9501953125,4557.9501953125,43108650000,16453.630859375,16795.98046875,15503.009765625,16516.5,16516.5,2491810000,1033.530029296875,1044.9100341796875,943.0999755859375,1033.9000244140625,1033.9000244140625,92998480000,6083.7998046875,6115.39990234375,5499.5,6097.10009765625,6097.10009765625,19208966500,17699.599609375,17905.369140625,14865.76953125,16026.759765625,16026.759765625,4174100000,1116.699951171875,1260.800048828125,1115.300048828125,1233.9000244140625,1233.9000244140625,13930,99.54000091552734,99.62999725341797,95.23999786376953,98.20999908447266,98.20999908447266,33.83000183105469,34.689998626708984,26.049999237060547,33.75,33.75,11959964,21.744999999999997
2016-03-01,92639420000,4596.009765625,4899.14013671875,4581.75,4869.85009765625,4869.85009765625,40738880000,16545.669921875,17790.109375,16545.669921875,17685.08984375,17685.08984375,2407750000,1035.52001953125,1117.7900390625,1035.52001953125,1114.030029296875,1114.030029296875,92639420000,6097.10009765625,6237.0,6036.7001953125,6174.89990234375,6174.89990234375,16590666300,16013.0,17291.349609375,15857.3701171875,16758.669921875,16758.669921875,3307500000,1240.5,1280.699951171875,1210.0,1234.199951171875,1234.199951171875,244751,98.18000030517578,98.58000183105469,94.31999969482422,94.58999633789062,94.58999633789062,33.900001525878906,41.900001525878906,33.369998931884766,38.34000015258789,38.34000015258789,11329978,15.870000000000001
2016-04-01,81124990000,4842.5498046875,4969.31982421875,4740.83984375,4775.35986328125,4775.35986328125,38014300000,17661.740234375,18167.630859375,17484.23046875,17773.640625,17773.640625,2096650000,1112.9000244140625,1156.0699462890625,1088.56005859375,1130.8499755859375,1130.8499755859375,81124990000,6174.89990234375,6427.2998046875,6061.89990234375,6241.89990234375,6241.89990234375,15817457800,16719.560546875,17613.560546875,15471.7998046875,16666.05078125,16666.05078125,3230600000,1232.300048828125,1295.5,1209.199951171875,1289.199951171875,1289.199951171875,9954,94.63999938964844,95.19999694824219,93.01000213623047,93.08000183105469,93.08000183105469,38.13999938964844,46.779998779296875,35.2400016784668,45.91999816894531,45.91999816894531,12383923,13.96
2016-06-01,86852700000,4928.97021484375,4980.14013671875,4574.25,4842.669921875,4842.669921875,44213900000,17754.55078125,18016.0,17063.080078125,17929.990234375,17929.990234375,2350020000,1154.510009765625,1190.1700439453125,1085.8800048828125,1151.9200439453125,1151.9200439453125,86802700000,6230.7998046875,6504.2998046875,5788.7001953125,6504.2998046875,6504.2998046875,24836871900,17097.220703125,17145.94921875,14864.009765625,15575.919921875,15575.919921875,3093000000,1215.699951171875,1355.5999755859375,1205.4000244140625,1318.4000244140625,1318.4000244140625,13380,95.81999969482422,96.70999908447266,93.0199966430664,96.13999938964844,96.13999938964844,48.81999969482422,51.66999816894531,45.83000183105469,48.33000183105469,48.33000183105469,10863962,17.810000000000002
2016-07-01,69530250000,4837.18017578125,5175.81005859375,4786.009765625,5162.1298828125,5162.1298828125,36050040000,17924.240234375,18622.009765625,17713.44921875,18432.240234375,18432.240234375,1816520000,1151.75,1224.77001953125,1131.7099609375,1219.93994140625,1219.93994140625,69530250000,6504.2998046875,6780.10009765625,6432.5,6724.39990234375,6724.39990234375,19192240800,15698.01953125,16938.9609375,15106.51953125,16569.26953125,16569.26953125,2816900000,1324.5,1374.9000244140625,1312.800048828125,1349.0,1349.0,281653,95.88999938964844,97.56999969482422,95.33999633789062,95.52999877929688,95.52999877929688,48.380001068115234,49.349998474121094,40.56999969482422,41.599998474121094,41.599998474121094,9855331,12.85
2016-08-01,75610310000,5167.419921875,5275.740234375,5109.7998046875,5213.22021484375,5213.22021484375,38754780000,18434.5,18722.609375,18247.7890625,18400.880859375,18400.880859375,1695750000,1220.300048828125,1251.3299560546875,1198.72998046875,1239.9100341796875,1239.9100341796875,75610310000,6724.39990234375,6955.2998046875,6615.7998046875,6781.5,6781.5,15725368400,16415.310546875,16943.669921875,15921.0400390625,16887.400390625,16887.400390625,2675600000,1348.800048828125,1366.0,1306.300048828125,1306.9000244140625,1306.9000244140625,11854,95.51000213623047,96.5199966430664,94.08000183105469,96.0199966430664,96.0199966430664,41.349998474121094,48.75,39.189998626708984,44.70000076293945,44.70000076293945,12064000,12.38
2016-09-01,77023620000,5218.27978515625,5342.8798828125,5097.7998046875,5312.0,5312.0,40112010000,18396.5703125,18551.5390625,17992.2109375,18308.150390625,18308.150390625,2101120000,1240.0699462890625,1263.4599609375,1206.0699462890625,1251.6500244140625,1251.6500244140625,77023620000,6781.5,6941.10009765625,6654.5,6899.2998046875,6899.2998046875,18132999100,16885.16015625,17156.359375,16285.41015625,16449.83984375,16449.83984375,2493200000,1305.300048828125,1350.5,1301.5,1313.300048828125,1313.300048828125,18630,95.98999786376953,96.33000183105469,94.47000122070312,95.45999908447266,95.45999908447266,44.849998474121094,48.31999969482422,42.54999923706055,48.2400016784668,48.2400016784668,13029632,13.48
2016-10-01,72915530000,5300.2900390625,5340.52001953125,5169.759765625,5189.14013671875,5189.14013671875,34708450000,18279.599609375,18399.9609375,17959.94921875,18142.419921875,18142.419921875,1793690000,1251.280029296875,1254.0899658203125,1185.1700439453125,1191.3900146484375,1191.3900146484375,72915530000,6899.2998046875,7129.7998046875,6898.10009765625,6954.2001953125,6954.2001953125,18708869600,16566.029296875,17461.029296875,16554.830078125,17425.01953125,17425.01953125,2222800000,1313.5,1316.800048828125,1248.9000244140625,1271.5,1271.5,5775,95.41999816894531,99.12000274658203,95.41999816894531,98.44999694824219,98.44999694824219,48.040000915527344,51.93000030517578,46.630001068115234,46.86000061035156,46.86000061035156,11347381,14.24
2016-11-01,88445380000,5199.77001953125,5403.85986328125,5034.41015625,5323.68017578125,5323.68017578125,41950260000,18158.240234375,19225.2890625,17883.560546875,19123.580078125,19123.580078125,2107770000,1191.77001953125,1347.199951171875,1156.0799560546875,1322.3399658203125,1322.3399658203125,88445380000,6954.2001953125,6997.2998046875,6676.60009765625,6783.7998046875,6783.7998046875,20197573900,17380.5390625,18482.939453125,16111.8095703125,18308.48046875,18308.48046875,3226000000,1279.300048828125,1318.5999755859375,1167.9000244140625,1170.800048828125,1170.800048828125,242622,98.38999938964844,101.91999816894531,95.88999938964844,101.5,101.5,46.77000045776367,49.900001525878906,42.20000076293945,49.439998626708984,49.439998626708984,14128000,13.72
2016-12-01,75344550000,5323.8798828125,5512.3701171875,5238.2099609375,5383.1201171875,5383.1201171875,38648510000,19149.19921875,19987.630859375,19138.7890625,19762.599609375,19762.599609375,5952470000,1322.760009765625,1392.7099609375,1308.8499755859375,1357.1300048828125,1357.1300048828125,75344550000,6783.7998046875,7142.7998046875,6678.7001953125,7142.7998046875,7142.7998046875,14991595900,18535.240234375,19592.900390625,18227.390625,19114.369140625,19114.369140625,3038700000,1172.699951171875,1186.699951171875,1123.9000244140625,1150.0,1150.0,9972,101.51000213623047,103.6500015258789,99.43000030517578,102.38999938964844,102.38999938964844,49.06999969482422,54.5099983215332,48.97999954223633,53.720001220703125,53.720001220703125,11030474,12.22
2017-02-01,69260940000,5654.509765625,5867.89013671875,5616.39990234375,5825.43994140625,5825.43994140625,36811150000,19923.810546875,20851.330078125,19831.08984375,20812.240234375,20812.240234375,6185580000,1364.0699462890625,1410.4000244140625,1349.4300537109375,1386.6800537109375,1386.6800537109375,69260940000,7099.2001953125,7329.60009765625,7093.60009765625,7263.39990234375,7263.39990234375,16446446100,18926.970703125,19519.439453125,18805.3203125,19118.990234375,19118.990234375,2606300000,1211.9000244140625,1263.0999755859375,1197.9000244140625,1252.5999755859375,1252.5999755859375,11087,99.55999755859375,101.76000213623047,99.2300033569336,101.12000274658203,101.12000274658203,52.7599983215332,54.939998626708984,51.220001220703125,54.0099983215332,54.0099983215332,9715204,11.49
2017-03-01,81664010000,5874.85986328125,5928.06005859375,5769.39013671875,5911.740234375,5911.740234375,44064880000,20957.2890625,21169.109375,20412.80078125,20663.220703125,20663.220703125,6941970000,1389.1199951171875,1414.8199462890625,1335.0400390625,1385.9200439453125,1385.9200439453125,81664010000,7263.39990234375,7447.0,7255.7998046875,7322.89990234375,7322.89990234375,20039972500,19226.939453125,19668.009765625,18909.259765625,18909.259765625,18909.259765625,2646000000,1247.800048828125,1257.699951171875,1196.199951171875,1247.300048828125,1247.300048828125,251026,101.44000244140625,102.26000213623047,98.86000061035156,100.3499984741211,100.3499984741211,53.95000076293945,54.439998626708984,47.0099983215332,50.599998474121094,50.599998474121094,13199894,11.66
2017-04-01,65369860000,5917.31982421875,6074.0400390625,5805.14990234375,6047.60986328125,6047.60986328125,33894020000,20665.169921875,21070.900390625,20379.55078125,20940.509765625,20940.509765625,5392630000,1386.4300537109375,1425.699951171875,1345.239990234375,1400.4300537109375,1400.4300537109375,65369860000,7322.89990234375,7406.39990234375,7096.7998046875,7203.89990234375,7203.89990234375,15771258600,18988.0,19289.4296875,18224.6796875,19196.740234375,19196.740234375,2178500000,1247.5,1294.800048828125,1243.0,1266.0999755859375,1266.0999755859375,9065,100.5,101.33999633789062,98.69999694824219,99.05000305175781,99.05000305175781,50.689998626708984,53.7599983215332,48.20000076293945,49.33000183105469,49.33000183105469,10289042,12.89
2017-05-01,79719460000,6067.56005859375,6221.990234375,5996.81005859375,6198.52001953125,6198.52001953125,42405030000,20962.73046875,21112.3203125,20553.44921875,21008.650390625,21008.650390625,6613570000,1401.010009765625,1411.0400390625,1351.010009765625,1370.2099609375,1370.2099609375,79719460000,7203.89990234375,7586.5,7203.89990234375,7520.0,7520.0,18338797800,19154.029296875,19998.490234375,19144.619140625,19650.5703125,19650.5703125,2230200000,1268.699951171875,1273.199951171875,1214.0,1272.0,1272.0,404733,98.93000030517578,99.88999938964844,96.80000305175781,96.91999816894531,96.91999816894531,49.16999816894531,52.0,43.7599983215332,48.31999969482422,48.31999969482422,14784124,10.440000000000001
2017-06-01,81078810000,6215.91015625,6341.7001953125,6087.81005859375,6140.419921875,6140.419921875,50292320000,21030.55078125,21535.029296875,20994.220703125,21349.630859375,21349.630859375,7214590000,1370.3299560546875,1433.7900390625,1370.3299560546875,1415.3599853515625,1415.3599853515625,81078810000,7520.0,7599.0,7302.7001953125,7312.7001953125,7312.7001953125,19146718200,19692.16015625,20318.109375,19686.3203125,20033.4296875,20033.4296875,2326500000,1268.0,1295.199951171875,1238.0999755859375,1240.699951171875,1240.699951171875,8948,96.98999786376953,97.87000274658203,95.47000122070312,95.66000366210938,95.66000366210938,48.630001068115234,49.16999816894531,42.04999923706055,46.040000915527344,46.040000915527344,16095333,10.434999999999999
2017-07-01,63348090000,6173.2900390625,6460.83984375,6081.9599609375,6348.1201171875,6348.1201171875,36228200000,21392.30078125,21929.80078125,21279.30078125,21891.119140625,21891.119140625,5569720000,1416.469970703125,1452.0899658203125,1398.8299560546875,1425.1400146484375,1425.1400146484375,63348090000,7312.7001953125,7515.10009765625,7303.5,7372.0,7372.0,16029984200,20056.3203125,20200.880859375,19856.650390625,19925.1796875,19925.1796875,1790600000,1236.0,1270.800048828125,1208.5999755859375,1266.5999755859375,1266.5999755859375,292633,95.62000274658203,96.51000213623047,92.77999877929688,92.86000061035156,92.86000061035156,46.279998779296875,50.40999984741211,43.650001525878906,50.16999816894531,50.16999816894531,15266208,10.004999999999999
2017-08-01,70784900000,6372.16015625,6435.27001953125,6177.18994140625,6428.66015625,6428.66015625,41368170000,21961.419921875,22179.109375,21600.33984375,21948.099609375,21948.099609375,6150060000,1426.030029296875,1430.6600341796875,1349.3499755859375,1405.280029296875,1405.280029296875,70784900000,7372.0,7551.89990234375,7289.2001953125,7430.60009765625,7430.60009765625,14502712300,19907.080078125,20113.73046875,19280.01953125,19646.240234375,19646.240234375,1876000000,1268.4000244140625,1323.800048828125,1251.4000244140625,1316.199951171875,1316.199951171875,10098,92.88999938964844,94.1500015258789,91.62000274658203,92.66999816894531,92.66999816894531,50.209999084472656,50.43000030517578,45.58000183105469,47.22999954223633,47.22999954223633,17972501,11.35
2017-09-01,66624120000,6442.169921875,6497.97998046875,6334.58984375,6495.9599609375,6495.9599609375,38354650000,21981.76953125,22419.509765625,21709.630859375,22405.08984375,22405.08984375,6342130000,1405.8199462890625,1493.56005859375,1393.8800048828125,1490.8599853515625,1490.8599853515625,66624120000,7430.60009765625,7460.5,7196.60009765625,7372.7998046875,7372.7998046875,15456243700,19733.5703125,20481.26953125,19239.51953125,20356.279296875,20356.279296875,1807500000,1320.199951171875,1355.800048828125,1277.0,1281.5,1281.5,26808,92.61000061035156,93.66999816894531,91.01000213623047,93.08000183105469,93.08000183105469,47.08000183105469,52.86000061035156,46.560001373291016,51.66999816894531,51.66999816894531,12837171,10.175
2017-11-01,73416960000,6758.64013671875,6914.18994140625,6667.31005859375,6873.97021484375,6873.97021484375,42080670000,23442.900390625,24327.8203125,23242.75,24272.349609375,24272.349609375,7335640000,1504.5400390625,1551.68994140625,1454.1700439453125,1544.1400146484375,1544.1400146484375,73416960000,7493.10009765625,7582.89990234375,7326.7001953125,7326.7001953125,7326.7001953125,18219002800,22144.919921875,23382.150390625,21972.33984375,22724.9609375,22724.9609375,1981200000,1272.199951171875,1296.199951171875,1265.300048828125,1273.199951171875,1273.199951171875,326214,94.55000305175781,95.1500015258789,92.5,93.01000213623047,93.01000213623047,54.650001525878906,59.04999923706055,53.88999938964844,57.400001525878906,57.400001525878906,13087384,10.2
2017-12-01,65531700000,6844.0400390625,7003.89013671875,6734.1298828125,6903.39013671875,6903.39013671875,38755950000,24305.400390625,24876.0703125,23921.900390625,24719.220703125,24719.220703125,6589890000,1544.0999755859375,1559.6099853515625,1498.780029296875,1535.510009765625,1535.510009765625,65531700000,7326.7001953125,7697.60009765625,7288.7001953125,7687.7998046875,7687.7998046875,13803243500,22916.9296875,22994.330078125,22119.2109375,22764.939453125,22764.939453125,1539000000,1274.0999755859375,1306.300048828125,1236.5,1306.300048828125,1306.300048828125,7596,93.02999877929688,94.22000122070312,92.08000183105469,92.12000274658203,92.12000274658203,57.41999816894531,60.5099983215332,55.81999969482422,60.41999816894531,60.41999816894531,9873595,10.17
2018-01-01,77318690000,6937.64990234375,7505.77001953125,6924.080078125,7411.47998046875,7411.47998046875,44694030000,24809.349609375,26616.7109375,24741.69921875,26149.390625,26149.390625,9116920000,1536.1199951171875,1615.52001953125,1536.1199951171875,1574.97998046875,1574.97998046875,77318690000,7687.7998046875,7792.60009765625,7521.7998046875,7533.60009765625,7533.60009765625,16511936800,23073.73046875,24129.33984375,23065.19921875,23098.2890625,23098.2890625,1606300000,1302.300048828125,1362.4000244140625,1302.300048828125,1339.0,1339.0,338322,92.23999786376953,92.63999938964844,88.44000244140625,89.12999725341797,89.12999725341797,60.20000076293945,66.66000366210938,60.099998474121094,64.7300033569336,64.7300033569336,13358234,11.08
2018-02-01,79933970000,7377.169921875,7441.08984375,6630.669921875,7273.009765625,7273.009765625,44063140000,26083.0390625,26306.69921875,23360.2890625,25029.19921875,25029.19921875,9450250000,1574.72998046875,1582.280029296875,1436.4300537109375,1512.449951171875,1512.449951171875,79933970000,7533.60009765625,7554.7001953125,7073.0,7231.89990234375,7231.89990234375,16611916700,23276.099609375,23492.76953125,20950.150390625,22068.240234375,22068.240234375,1840200000,1343.800048828125,1361.4000244140625,1307.0,1315.5,1315.5,10243,89.04000091552734,90.69999694824219,88.25,90.61000061035156,90.61000061035156,64.76000213623047,66.30000305175781,58.06999969482422,61.63999938964844,61.63999938964844,12729450,19.85
2018-03-01,76803890000,7274.75,7637.27001953125,6901.06982421875,7063.4501953125,7063.4501953125,48760550000,25024.0390625,25449.150390625,23509.060546875,24103.109375,24103.109375,8873040000,1512.0699462890625,1609.050048828125,1494.0,1529.4300537109375,1529.4300537109375,76803890000,7231.89990234375,7254.89990234375,6866.89990234375,7056.60009765625,7056.60009765625,17113890000,21901.130859375,21971.16015625,20347.490234375,21454.30078125,21454.30078125,1732700000,1310.4000244140625,1354.4000244140625,1301.800048828125,1322.800048828125,1322.800048828125,356297,90.66999816894531,90.93000030517578,88.94000244140625,89.97000122070312,89.97000122070312,61.54999923706055,66.55000305175781,59.95000076293945,64.94000244140625,64.94000244140625,13059840,18.36
2018-05-01,76011820000,7053.64990234375,7492.419921875,6991.14013671875,7442.1201171875,7442.1201171875,45761130000,24117.2890625,25086.490234375,23531.310546875,24415.83984375,24415.83984375,7278020000,1541.77001953125,1651.1099853515625,1527.7099609375,1633.6099853515625,1633.6099853515625,76011820000,7509.2998046875,7903.5,7492.39990234375,7678.2001953125,7678.2001953125,18687364400,22453.419921875,23050.390625,21931.650390625,22201.8203125,22201.8203125,1607600000,1313.199951171875,1320.800048828125,1285.199951171875,1300.0999755859375,1300.0999755859375,441893,91.80999755859375,95.02999877929688,91.80000305175781,93.98999786376953,93.98999786376953,68.55999755859375,72.83000183105469,65.91999816894531,67.04000091552734,67.04000091552734,15729291,13.425
